question_id	task_id	language	ai_response	ai_response_format	sql	data_was_returned	correct
S001_2_1_1	1	italiano	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_2_1_2	1	italiano	"{""sql"":""select lineage, date_trunc('week', date) as week, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage, week having count(*) >= 0.5 * (select count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31') order by week, count(*) desc;""}"	json	"select lineage, date_trunc('week', date) as week, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage, week having count(*) >= 0.5 * (select count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31') order by week, count(*) desc;"	FALSE	no
S001_2_1_3	1	English	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_2_2_1	2	italiano	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_2_2_2	2	italiano	"{""error"": ""The LAPIS database does not contain information about population sizes, so I cannot calculate sequences per million inhabitants.""}"	json		FALSE	no
S001_2_2_3	2	English	"{""sql"":""select count(*) from metadata where country = 'Brazil' and date between '2023-01-24' and '2023-04-24';""}"	json	select count(*) from metadata where country = 'Brazil' and date between '2023-01-24' and '2023-04-24';	TRUE	no
S001_2_3_1	3	italiano	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_2_3_2	3	italiano	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_2_3_3	3	English	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_2_4_1	4	italiano	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_2_4_2	4	English	"{""sql"":""select mutation, proportion() from nuc_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from nuc_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_3_1_1	1	Swiss German (Zurich dialekt)	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_3_1_2	1	Swiss German (Zurich dialekt)	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_3_1_3	1	Swiss German (Zurich dialekt)	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_3_2_1	2	Swiss German (Zurich dialekt)	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_3_2_2	2	Swiss German (Zurich dialekt)	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_3_2_3	2	Swiss German (Zurich dialekt)	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_3_3_1	3	Swiss German (Zurich dialekt)	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_3_3_2	3	Swiss German (Zurich dialekt)	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_3_3_3	3	Swiss German (Zurich dialekt)	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_3_4_1	4	Swiss German (Zurich dialekt)	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_3_4_2	4	Swiss German (Zurich dialekt)	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_3_4_3	4	Swiss German (Zurich dialekt)	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_3_5_1	5	Swiss German (Zurich dialekt)	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_3_5_2	5	Swiss German (Zurich dialekt)	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_3_5_3	5	Swiss German (Zurich dialekt)	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-') ;""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-') ;	TRUE	yes
S001_3_6_1	6	Swiss German (Zurich dialekt)	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_3_6_2	6	Swiss German (Zurich dialekt)	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_3_6_3	6	Swiss German (Zurich dialekt)	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_4_1_1	1	Spanish	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_4_1_2	1	Spanish	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_4_1_3	1	Spanish	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_4_2_1	2	Spanish	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_4_2_2	2	Spanish	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_4_2_3	2	Spanish	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_4_3_1	3	Spanish	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_4_3_2	3	Spanish	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_4_3_3	3	Spanish	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_4_4_1	4	Spanish	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_4_4_2	4	Spanish	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_4_4_3	4	Spanish	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_4_5_1	5	Spanish	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_4_5_2	5	Spanish	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_4_6_1	6	Spanish	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_4_6_2	6	Spanish	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_5_1_1	1	Greek	"{""sql"":""select country, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by country order by count(*) desc limit 5;""}"	json	"select country, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by country order by count(*) desc limit 5;"	TRUE	no
S001_5_1_2	1	Greek	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_5_1_3	1	Greek	"{""sql"":""select country, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by country order by count(*) desc limit 5;""}"	json	"select country, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by country order by count(*) desc limit 5;"	TRUE	no
S001_5_2_1	2	Greek	"{""sql"":""select count(*) from metadata where country = 'Brazil' and date >= '2023-04-01' and date <= '2023-04-30';""}"	json	select count(*) from metadata where country = 'Brazil' and date >= '2023-04-01' and date <= '2023-04-30';	TRUE	no
S001_5_2_2	2	Greek	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_5_2_3	2	Greek	"{""sql"":""select count(*) from metadata where country = 'Brazil' and date >= '2023-04-01' and date <= '2023-04-30';""}"	json	select count(*) from metadata where country = 'Brazil' and date >= '2023-04-01' and date <= '2023-04-30';	TRUE	no
S001_5_3_1	3	Greek	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_5_3_2	3	Greek	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_5_3_3	3	Greek	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_5_4_1	4	Greek	"{""sql"":""select mutation, count(*) from aa_mutations where lineage = 'B.1.1.7' group by mutation having count(*) between 90 and 100;""}"	json	"select mutation, count(*) from aa_mutations where lineage = 'B.1.1.7' group by mutation having count(*) between 90 and 100;"	FALSE	no
S001_5_4_2	4	Greek	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_5_4_3	4	Greek	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_5_5_1	5	Greek	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_5_5_2	5	Greek	"{""sql"": ""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_5_5_3	5	Greek	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_5_6_1	6	Greek	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_5_6_2	6	Greek	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_5_6_3	6	Greek	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_6_1_1	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_6_1_2	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_6_1_3	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_6_2_1	2	German	"{""sql"":""select date_trunc('month', date_submitted) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date_submitted) as month, count(*) from metadata where country = 'Brazil' group by month;"	FALSE	yes
S001_6_2_2	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_6_2_3	2	German	"{""sql"":""select date_trunc('month', date_submitted) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date_submitted) as month, count(*) from metadata where country = 'Brazil' group by month;"	FALSE	yes
S001_6_3_1	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_6_3_2	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_6_4_1	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_6_5_1	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_6_6_1	6	German	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_7_1_1	1	French	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_7_1_2	1	French	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_7_1_3	1	French	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_7_2_1	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_2_2	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_2_3	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_3_1	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_3_2	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_3_3	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_4_1	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_7_4_2	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_7_4_3	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_7_5_1	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_7_5_2	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_7_5_3	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
